Labels,TC1,TC2,TC3,TC1,TC2,TC3
6,2.92092,2.75499,-0.714288,0.530964,4.08144,5.3164
2,0.510295,0.23783,-1.36485,1.0027,3.25563,1.67205
4,-1.17289,-1.47968,-0.964795,1.01596,1.43767,0.813474
6,3.13844,3.36744,-0.265292,0.130876,4.17454,6.21947
1,-3.7113,-3.26911,1.51853,-2.58658,-0.494276,0.171746
1,-4.26778,-3.63264,3.2933,-3.8863,0.668018,0.0564842
4,-1.20946,-1.84757,-4.02763,3.98993,0.633836,-0.0912462
0,6.61661,6.9873,0.714408,0.320798,0.788894,-1.72655
0,4.09962,4.90038,0.919235,-0.256979,3.23238,-0.416626
5,4.66139,5.07457,4.73305,-3.65891,-2.23054,-1.77199
8,0.854041,0.497824,0.223833,-0.321597,0.132268,-0.7781
6,-0.423855,-0.354427,0.0870472,-0.535253,-0.212553,3.55351
7,0.596532,0.467721,-2.62104,2.52039,-2.34445,-2.65074
4,-0.258506,-1.07565,-3.50247,3.35268,2.28676,2.17815
2,0.831429,0.392509,0.522351,-0.90378,-0.384552,3.18898
8,0.628428,0.58691,2.19935,-1.95269,1.43433,0.163936
0,5.45355,5.60176,0.374261,0.758782,3.93917,-1.56027
2,1.39212,1.32117,1.27894,-1.16169,2.03438,2.48061
5,2.75472,2.73958,2.55799,-1.57804,-3.42259,-2.61091
4,-1.25831,-1.47879,-2.77959,2.71804,3.62857,1.43458
8,1.57007,0.799657,0.0585113,-0.213499,-1.90774,1.36527
3,0.186381,0.432673,1.42889,-1.06487,2.1001,-1.63217
0,6.01767,6.33111,0.818391,0.422221,1.48497,-1.15988
6,-2.41955,-2.08139,-1.29842,0.746459,0.487471,2.18757
4,1.06661,0.0578294,-2.85174,2.7217,-0.686522,2.50047
8,-0.061228,0.134081,2.30745,-1.75669,-3.25501,-1.85178
6,-1.02716,-0.103566,1.44841,-1.56678,3.4681,2.33734
4,-3.3972,-3.57301,-1.40691,0.955308,-1.20375,-0.259283
1,-4.34024,-3.82746,0.910499,-1.92759,-0.602814,-0.34473
8,0.24499,-0.0528967,1.61943,-1.51401,-2.10243,0.253936
1,-4.80818,-4.38405,2.28391,-3.028,0.426999,-0.583301
5,-1.09086,-0.890484,-2.34296,2.11858,-0.568767,-1.23145
4,0.365381,0.171762,-2.0445,2.12828,0.764173,2.82758
9,-3.03386,-2.59856,-1.54454,1.26275,0.410459,-0.0984911
4,0.501631,-0.407434,-3.58118,3.25245,-0.728709,0.603186
3,2.95482,2.82911,2.91656,-2.01904,-1.40399,-3.44039
2,-2.56787,-2.03528,4.09241,-4.53927,-1.02513,1.02918
0,3.81304,4.54883,0.201443,0.478718,3.27532,-1.2
5,0.987156,1.59169,3.33933,-3.11041,1.58217,1.89623
0,6.1793,6.15173,0.928252,0.186522,-1.14791,-0.736456
7,1.79002,1.02964,-3.31931,3.45154,-3.21771,-0.47201
9,-0.538567,-0.928996,-4.20503,3.89403,0.996147,0.751061
2,0.365596,0.156569,1.1194,-1.19477,1.84831,3.09162
9,-2.65572,-2.29192,-1.96321,1.82836,-1.41206,-1.41892
8,0.898243,0.900207,0.0928888,-0.0706163,-0.554115,0.894982
9,-2.44618,-2.41161,-2.36943,2.11834,-2.22266,-1.57439
6,2.5488,2.4952,-0.456876,0.531987,-0.876392,3.06208
5,1.48732,1.22503,0.838016,-0.312612,-4.41346,-1.03612
2,2.68008,2.16568,0.547337,-0.354775,2.84339,1.58002
4,-1.74683,-2.2352,-3.43498,3.08132,-1.66902,1.06979
4,1.41929,0.228282,-4.20799,3.94739,-1.21349,1.88618
6,0.434858,0.667576,0.481429,-0.691817,3.80459,5.1254
4,-1.08775,-1.43663,-3.93237,3.61463,0.614895,0.808858
8,-2.59949,-2.53261,1.31234,-1.66726,0.216359,-1.12069
4,0.489473,-0.424178,-4.4835,4.07691,1.61707,1.8746
1,-4.88183,-4.54537,2.47651,-3.33078,1.39855,0.794472
7,2.43483,1.71131,-4.98989,5.21058,-1.10124,-2.53332
5,2.26464,2.05625,1.36885,-0.412296,-2.61307,-3.41668
8,-2.00553,-1.64448,2.02016,-1.92772,4.01388,0.492153
9,-2.98026,-2.592,-0.486788,0.376448,1.7254,0.209431
5,2.54416,2.95886,2.68788,-1.86267,-2.03145,-3.71972
9,3.61685,2.5075,-3.59015,3.4915,-0.930125,1.29753
3,-1.00611,-1.16099,-1.55924,1.47472,-1.25187,-1.85642
2,-1.45983,-1.66331,-1.59887,1.36078,-5.15876,-2.4805
5,-1.21933,-0.40404,1.72538,-1.48776,-0.284791,-1.7811
8,-1.71515,-1.24686,1.66827,-1.70411,-0.121242,-1.0077
2,2.06481,1.67559,0.273266,-0.55915,0.306918,2.70112
2,0.261949,0.452011,0.170633,-0.319611,2.3936,1.36783
7,-0.870958,-1.65304,-2.56211,1.78922,-0.813736,1.91447
2,2.32981,2.29207,1.17057,-1.29937,1.88439,5.03247
8,-1.22771,-0.709166,1.56534,-1.39403,3.2113,0.0202202
4,-3.9203,-3.82738,-0.64081,0.352026,-0.791312,-1.29676
1,-4.39412,-3.8712,1.63026,-1.93847,0.415848,-0.212489
9,-1.38628,-1.61462,-1.75083,1.4992,-3.51151,0.110371
3,-2.05839,-1.52954,2.01504,-2.03832,-2.6888,-1.43972
6,0.648491,0.518969,-1.5782,1.36149,1.48923,4.62985
0,6.12944,6.52044,-0.234024,1.0204,4.19722,-0.323563
2,1.94948,2.0969,0.114282,-0.425094,5.11785,2.66388
2,-2.02671,-1.66468,1.12961,-1.26649,0.857586,1.61368
9,-1.16133,-2.17707,-3.92719,3.84854,1.41645,-0.327783
1,-4.14362,-3.48401,2.28366,-3.1038,0.386416,-0.238731
2,1.87142,1.67896,2.66778,-3.06208,0.139391,4.09247
7,-4.16085,-4.00659,-0.608747,0.416002,1.05423,-1.48525
2,1.81257,1.5571,0.73916,-1.05609,2.43852,4.52495
1,-3.85022,-3.21315,3.50974,-3.85535,0.611904,-0.0993103
3,-2.108,-2.05683,1.622,-1.88447,-3.77071,-2.18429
4,0.397904,-0.0136381,-3.71597,3.33113,1.41065,2.23642
9,-0.744108,-1.1927,-3.64814,3.7154,1.54315,-0.895023
1,-4.38128,-3.80896,3.32522,-3.91549,1.00904,0.380439
8,0.399936,0.775385,2.75237,-2.41439,0.927938,1.06211
0,6.35605,6.62598,1.3927,-0.497363,-1.76816,-1.23017
2,3.08292,2.91377,0.652691,-0.927772,5.83788,4.49394
2,4.31864,4.17815,1.28437,-0.922936,1.88938,0.739512
3,-0.927545,-0.52682,2.30813,-2.41778,-4.00028,-3.06474
4,2.14759,0.901131,-4.27605,4.20236,-0.02989,2.66177
1,-4.46553,-3.99105,2.36669,-2.77775,0.632997,0.0769634
3,2.07941,2.12563,3.23515,-2.53276,-1.37552,-2.35899
7,-3.66608,-3.92534,-0.792553,0.0888628,-1.91646,-0.783034
4,1.25536,-0.256289,-5.3937,5.23643,1.72678,1.56587
1,-3.53307,-3.34555,3.84742,-4.05759,2.61453,-0.555377
4,1.0039,0.85795,-1.74224,1.5189,-0.182803,1.9529
1,-4.71564,-4.28241,1.40633,-2.42679,0.0338555,-0.246153
5,0.785113,1.23961,0.614006,-0.347442,-0.237437,-0.958324
9,4.74071,4.30846,1.15024,-0.314097,-3.48483,-2.29231
6,7.2796,6.35731,-0.730959,1.10969,3.4872,6.31758
9,-3.42521,-3.38518,-1.59457,1.26219,0.53744,0.374045
0,4.65246,5.41222,1.60263,-0.797035,0.562269,0.0578186
5,1.21846,1.51118,1.39822,-0.986205,-3.1614,-1.60332
7,-2.20871,-2.32476,-1.30105,1.3356,2.16065,-0.762929
6,0.631023,-0.0706538,-2.62633,2.29941,2.84391,5.33634
8,1.96365,1.6998,1.85933,-1.54271,0.538086,-0.655414
2,-1.44932,-1.20618,3.18852,-3.25241,-0.321354,1.23224
0,8.71654,8.47182,-0.101221,1.21389,1.20676,-0.382414
7,-0.972699,-1.36164,-5.02997,5.12711,-0.593805,-2.42681
3,-0.560866,-0.564522,2.73057,-2.74956,-4.11987,-2.8293
5,2.48708,2.79062,1.83423,-1.56841,-2.2174,-1.43818
8,0.319766,0.470752,2.45169,-2.16631,2.13773,-0.409322
2,1.6441,1.97223,4.22539,-4.2143,0.645781,2.01778
8,-1.04039,-1.18079,1.29007,-1.28226,1.18542,-1.19914
2,2.37373,1.99604,0.736009,-0.947338,4.48624,3.81608
4,-3.12374,-2.74297,0.492402,-0.939115,-1.241,-0.496851
8,-1.29249,-1.28788,0.62288,-1.13593,0.48459,0.267526
5,-1.61425,-0.964581,-1.04007,0.796846,0.946665,-0.622543
8,-0.625349,-0.166339,3.3218,-3.1834,-0.446464,-1.11134
9,0.633343,-0.00961982,-3.50437,3.41183,4.07259,1.1978
7,-1.1977,-1.9786,-4.99468,5.07113,-0.429174,-2.62701
1,-4.53555,-4.10338,2.80331,-3.19001,1.27649,0.167676
2,-0.672541,-0.209065,5.17718,-5.60781,-0.126146,2.59123
4,3.72333,2.48628,-3.78157,3.6455,-0.66724,2.96276
5,2.70333,2.96381,1.96361,-1.41303,0.740247,-0.533837
5,2.18084,1.66566,-1.14269,1.67625,-4.47092,-2.96624
1,-4.40076,-3.91643,1.64054,-2.77465,0.461329,0.588598
8,-2.02772,-1.66048,0.163163,-0.282983,1.05543,-1.90499
1,-4.0139,-3.3791,0.75895,-1.66469,-0.5931,-0.304838
4,-2.37898,-2.87716,-2.5375,2.4671,-2.88177,-1.75092
4,2.5107,1.52708,-2.42618,2.85127,-1.56856,0.862035
6,-0.961716,-1.07798,1.29407,-1.68705,3.88893,3.61945
5,3.53282,3.81483,2.77813,-2.00035,1.14327,-1.23353
8,2.19524,1.05417,-1.11382,1.31621,-1.37683,-0.312662
9,0.566615,-0.651909,-4.02489,3.98478,-2.67075,0.767632
2,2.08824,1.83901,1.51841,-1.69295,2.14001,2.48229
3,2.44018,2.63126,4.20799,-3.45122,-2.00033,-2.92567
0,5.05763,5.63437,2.39014,-1.6048,-1.43305,-0.431973
5,-2.24006,-1.58248,0.716362,-0.878452,0.836278,-2.40716
1,-4.24401,-3.72722,2.4161,-2.81381,0.573608,-0.010586
4,-1.44475,-1.60696,-2.40573,2.35075,-0.333284,2.10114
0,3.5872,4.75028,0.990878,-0.478681,4.11762,0.846578
5,-2.28918,-1.41763,1.73713,-1.80989,2.50367,-2.17619
1,-4.59128,-4.04349,2.59764,-3.4221,0.0601348,-0.24191
2,-0.143321,-0.270426,2.13164,-2.50531,0.0564638,4.5388
9,1.81087,0.992655,-3.24327,3.15119,-0.853737,0.725764
2,-0.473466,-0.596476,-1.73486,1.53715,1.77982,1.29383
4,3.18636,3.06523,-2.49809,2.76895,3.88577,2.37952
1,-2.5533,-2.61764,1.0415,-2.04824,-1.0102,0.240436
6,3.96255,3.30478,-0.680881,0.693752,-2.04958,4.58948
8,-1.5778,-1.65997,0.581129,-0.662444,-2.0531,-1.30042
0,4.57519,4.65792,-0.271013,0.709772,0.773116,0.987198
4,5.17832,3.78172,-5.31279,5.31774,2.04424,2.57339
9,0.0558033,-1.00147,-4.42521,4.29163,-2.74992,-0.854151
0,8.32447,7.81175,-0.669094,2.3224,2.26021,-2.62996
0,0.710809,1.30158,-1.38568,1.34828,0.931084,0.346769
5,3.99843,4.50263,4.47633,-3.29931,-1.44689,-2.74203
9,-2.1769,-2.44331,-2.44876,2.09955,-2.28939,-1.1117
2,2.05399,1.80893,1.99267,-1.8338,-2.20289,-2.0262
3,-1.3478,-0.78195,3.35987,-3.34286,-3.46604,-2.28232
5,-1.59982,-1.01529,-1.00897,0.892032,0.833326,-1.92907
9,-0.87134,-1.64603,-4.58118,4.35847,1.75292,0.433294
4,-1.92754,-2.16054,-1.66679,1.06146,-0.38048,1.3904
4,-2.04562,-2.54121,-2.5225,2.16796,-1.45548,0.208857
3,-0.818202,-0.395156,1.5654,-1.4436,-4.12522,-2.72312
9,1.02947,-0.128884,-5.33703,5.14475,1.51444,0.726963
2,-2.31222,-2.11145,0.2269,-0.590613,0.973654,1.64614
3,1.39915,0.938579,0.977713,-0.782436,-3.14234,-2.70943
5,2.38658,2.74643,3.3975,-3.04078,0.971538,-1.45521
6,0.14538,0.842858,2.04594,-1.7643,1.3394,1.70571
5,-2.93329,-2.2018,1.31904,-1.7438,1.81613,0.852045
2,-1.35667,-1.04536,0.553767,-0.675607,-0.510953,1.17249
7,-1.44304,-2.22145,-2.59199,2.36296,-0.792295,0.0617045
2,3.00331,2.63718,2.09026,-2.12109,2.93698,3.87875
4,0.426003,-0.295657,-4.57413,4.60388,3.64472,1.52031
2,-0.122434,-0.538501,0.0631505,-0.563167,1.38912,3.15219
4,1.2382,0.696448,-4.02375,3.62681,0.5184,1.13965
7,-3.90274,-3.30301,0.998858,-1.56947,-1.20444,-0.778024
2,1.75772,1.70326,1.32013,-1.63589,4.2778,4.99211
5,-2.82082,-2.06631,0.401821,-0.886054,2.81878,1.34976
3,-2.23655,-1.78902,2.94979,-2.96747,-0.89993,-1.79262
7,-0.555351,-0.832572,-1.2687,1.62562,2.86566,-0.851185
6,3.80419,3.97392,0.669283,-0.0416777,-1.26513,1.97585
1,-4.77162,-4.44544,2.22807,-3.19411,0.393625,-0.704873
0,7.56168,7.97158,1.46233,-0.165039,-1.20255,-4.41291
7,0.548127,-0.378851,-3.39064,3.63351,-3.77375,-1.18568
5,-1.7923,-1.19197,-1.41788,1.29345,0.159114,-2.57515
4,0.435494,-0.0796238,-2.35321,2.38977,4.67686,3.1525
5,-1.17175,-0.486869,-0.147339,0.0916897,1.66395,-0.436602
1,-4.37563,-3.70889,2.2317,-2.82694,0.11818,-0.348532
6,1.46811,1.32168,-0.181822,-0.258265,3.8527,6.16118
9,-1.36544,-1.74188,-2.36407,2.45683,2.70199,-0.369487
7,-0.45251,-1.13072,-3.85456,3.7984,-1.55246,-2.96867
1,-4.63151,-4.20903,2.90538,-3.55833,1.79939,0.244917
6,4.91101,5.56859,1.24383,-0.687184,0.293961,3.00506
3,0.840288,0.875788,3.83941,-3.24972,-5.57956,-3.60101
3,-0.256775,-0.145923,0.917778,-0.806172,-2.84847,-1.58978
1,-4.39766,-3.88284,3.63684,-4.39046,1.3449,-0.102953
2,-1.94172,-1.84874,1.12934,-1.61914,0.412483,2.03278
2,-0.46704,-0.0438389,1.87435,-1.8738,2.53068,3.10714
0,6.13361,5.94189,1.58012,-0.541444,-2.61656,-2.73857
5,-0.164885,0.297057,1.672,-1.56805,-3.27451,-1.11831
0,2.76733,3.75898,1.32992,-0.599263,2.21548,-0.597641
6,5.72442,5.5684,1.0362,-0.229309,-0.642932,3.25346
8,0.395081,0.234954,2.76783,-2.43146,-3.72525,-0.338433
3,0.294116,0.718436,2.76708,-2.32798,-4.18344,-2.11835
6,-1.55914,-1.32875,0.555062,-1.0822,4.10739,5.13609
7,-3.5723,-3.43645,2.74294,-3.34449,0.32752,0.498669
7,-2.83243,-2.74758,-0.918975,0.822619,0.861619,-1.34009
3,-1.29811,-0.671263,2.00607,-1.97932,-2.33465,-3.67031
8,2.81393,2.19179,0.776621,-0.245431,-1.67676,-1.46857
1,-3.69241,-3.22783,2.03638,-2.39038,0.923993,0.342508
7,-1.3083,-2.2527,-4.43314,4.50187,1.69997,-1.84767
9,-1.88598,-1.90861,-0.467578,0.552042,1.65696,-0.987789
3,1.26567,0.767551,-0.220252,0.638685,-0.783293,-1.47378
9,-1.86396,-2.21516,-2.84922,2.65447,-1.86739,0.411999
2,-0.335315,-0.289934,-0.659826,0.457221,3.09279,2.90837
8,-1.76402,-1.36414,1.55903,-1.74955,-1.53244,-1.50361
3,3.69996,3.61758,3.39275,-2.50185,-1.58119,-2.20795
7,-3.42835,-3.31992,-0.446651,0.314624,0.678484,-1.35302
4,1.02309,0.725844,-3.738,3.47168,-0.597992,0.897512
1,-0.406527,0.165679,3.10978,-2.80278,-1.87131,-0.260257
2,3.08557,3.37956,1.41115,-1.21542,0.68531,2.13622
3,0.739633,1.22452,4.25027,-3.4653,-3.72018,-3.50325
6,0.437406,1.11219,2.41166,-2.05545,2.97735,2.09815
5,-2.67916,-2.07006,-0.190507,-0.267801,0.786125,1.47918
0,7.9967,8.38857,1.20274,0.125221,-0.725641,-3.46718
1,-2.62018,-2.38884,2.30529,-2.55633,1.77519,0.595286
8,3.46696,2.79929,2.16782,-1.62139,-0.660639,-0.205513
6,2.07707,1.35725,-3.0865,2.75102,0.975749,5.31608
9,-0.214777,-0.752227,-3.27752,3.48197,2.101,-0.320911
2,-1.60772,-1.02309,3.85416,-4.57544,-0.391013,1.66129
1,-4.03389,-3.5452,4.0198,-4.36991,1.53981,0.165793
6,2.76818,3.15307,1.74567,-1.20233,3.00401,2.81368
0,9.83355,9.87841,1.20885,0.174015,1.54932,-1.5282
2,2.27086,1.90858,-0.334011,0.549539,3.80768,2.75834
8,1.80949,1.45248,2.14754,-1.69947,-4.21129,-0.207538
0,7.0256,7.01755,1.04109,-0.397479,1.4235,0.848296
8,0.233761,-0.0412012,-1.40494,1.55829,4.36769,0.669188
8,0.249309,-0.478553,1.50365,-1.26816,-2.94373,-1.252
9,1.41135,1.14179,-0.558937,0.968616,-2.92722,-0.0549586
1,-3.89396,-3.41318,1.97199,-2.30405,0.621943,0.183468
2,2.27992,1.16773,-3.28152,2.89398,2.31103,2.73773
2,-1.23211,-1.17092,-0.91542,0.786886,2.63563,-0.495204
1,-3.20276,-2.75688,4.24412,-4.25064,2.14026,0.462386
4,-1.4477,-1.7451,-2.22159,2.23235,-2.89449,-0.960472
8,0.917455,0.630532,2.09457,-1.71765,-4.21355,0.242147
1,-4.50857,-4.16146,0.885188,-1.98615,-0.877445,-0.657506
4,-0.146572,-0.571982,-3.37177,3.29186,4.08406,0.903477
4,0.922532,0.143428,-1.85643,1.58286,0.348149,3.47757
5,-1.0319,-0.689947,-0.291785,0.299202,-2.28418,-2.63924
1,-4.5383,-4.03414,1.82362,-2.74685,-0.159589,-0.286556
8,3.43027,2.2377,-1.61752,1.94071,2.80996,-0.0882214
7,2.60355,1.97018,-4.51983,4.51998,-1.88853,-1.82975
7,1.06201,0.133433,-4.93587,5.22567,0.312821,-3.00967
9,-2.37532,-1.93654,-1.35751,1.37781,-0.738322,-2.21545
7,-1.2049,-1.71426,-3.5657,3.78185,2.20364,-0.987993
0,3.53742,3.93353,-0.989119,1.30623,4.97662,0.999309
6,-2.06129,-1.45702,0.739697,-1.19869,2.81275,3.56222
9,-3.28895,-3.09823,-2.44833,2.21838,0.0429833,0.17496
4,-0.491072,-1.01979,-3.80403,3.87364,1.58837,1.62716
5,-2.43618,-1.5708,1.82946,-1.79167,2.11859,-2.14108
6,-1.29128,-1.10738,-0.94078,0.421029,3.02812,4.28806
2,-2.21,-1.90877,1.8415,-2.78284,-0.333815,2.38977
5,1.88985,1.53636,-0.379532,0.632856,-4.45943,-1.86185
7,1.96971,1.55625,-3.55192,3.9167,3.04309,-1.88529
4,-0.206807,-0.733299,-2.06659,1.99971,-1.02159,2.38229
7,-2.45419,-2.88047,-1.78569,1.45365,-1.05859,-0.921239
2,4.22405,3.31014,0.455909,-0.385309,2.68256,3.76675
3,4.87962,4.98188,3.9882,-2.86539,0.14472,-2.51847
0,9.72066,10.0814,1.59557,-0.398911,2.19189,0.615012
8,-0.463799,-0.0716751,1.04395,-0.71972,1.96733,-0.78327
4,2.32551,1.57824,-4.03045,3.80033,4.14419,3.69145
8,2.66968,2.10429,-0.233674,0.255902,0.721253,-0.131412
0,3.09472,3.10635,-1.49445,2.1481,0.941402,-3.26205
0,1.61869,2.46677,1.63509,-1.19894,0.414033,0.274833
9,-1.01679,-1.10556,-2.08287,1.985,-2.46554,-1.0175
7,-1.31543,-1.94524,-1.65579,1.12917,-0.82566,-0.295529
7,2.7788,1.44065,-2.43377,2.20678,-1.40175,2.22402
9,-0.291337,-1.28302,-3.60628,3.77256,0.771231,-1.41619
8,5.63657,4.70045,0.404682,0.5268,-2.88858,-2.8372
2,-1.54292,-1.01484,3.21402,-3.23823,0.830454,1.52876
1,-4.6805,-4.15105,2.64798,-3.2826,0.264512,-0.412117
6,-2.69857,-2.11728,1.1555,-1.66033,3.09513,3.03577
5,4.23163,4.22676,1.05667,-0.169952,-0.542566,-0.675425
5,-2.43314,-1.97751,-0.772705,0.547215,0.474528,-1.53113
1,-3.74596,-3.19397,2.99229,-3.35662,0.598843,0.0810204
1,-4.15,-3.81779,0.930605,-2.12421,-0.678191,-0.266171
9,-3.59231,-3.20823,-1.0165,1.01791,0.926839,-1.21128
7,-3.69364,-3.82675,-0.451465,0.0273433,1.11435,-0.136645
7,-3.4462,-3.75636,-1.57446,1.35894,0.0587723,-1.21187
8,0.732951,0.182195,-1.09074,1.10958,0.256331,-1.68702
6,-0.434315,-0.43858,-1.49119,1.09266,3.37779,4.86979
4,-0.217212,-0.50559,-3.10649,3.17568,-0.0887346,1.54172
7,0.930671,0.393151,-4.53578,5.02667,1.47699,-2.93778
5,-1.18699,-0.428149,1.14093,-0.906872,0.968116,-1.3558
3,-1.55209,-1.12024,2.37668,-2.36946,-3.82739,-1.80354
1,-2.60693,-2.45257,2.93788,-3.10116,2.86495,0.905602
6,2.62615,3.37289,2.13755,-1.82342,3.89409,2.7585
4,-1.06671,-0.863665,-2.65234,2.32643,2.00801,1.6958
5,2.0804,2.21482,2.27028,-1.74116,-3.18212,-2.23323
7,-2.82534,-3.15798,-2.12232,1.59602,-1.30924,-0.0400742
4,-1.29825,-2.01354,-1.736,1.54821,0.193786,1.04513
1,-4.49101,-4.01613,2.43751,-2.88474,0.768904,0.035584
8,-1.02181,-0.913673,2.73416,-2.80928,1.99159,0.736443
3,-3.07628,-2.42438,1.78125,-2.10539,-2.18085,-1.91936
5,1.70093,2.13652,1.70866,-1.01555,-0.0949059,-3.43986
1,-4.33123,-3.90814,1.71095,-2.80851,0.279289,-0.195794
7,-2.70437,-2.67399,-2.30245,2.44244,1.42542,-1.3145
1,-4.43091,-4.0602,2.21363,-2.49878,0.983889,-0.40821
1,-4.33204,-4.29944,1.80408,-2.63663,0.577038,0.0779128
8,-0.768652,-0.60272,0.874883,-0.873391,1.99345,-0.485674
6,3.32333,2.18435,-2.54572,1.98223,-0.626351,6.70847
4,3.12308,2.18866,-3.33213,2.94953,1.84509,4.28274
3,3.26644,3.47449,3.61143,-2.54156,1.61582,-0.574266
8,0.537202,-0.131577,-3.16789,3.05925,-1.39133,-2.06672
3,2.77721,2.14214,1.19052,-0.572455,-1.31254,-2.50195
1,-4.70806,-4.14608,2.40027,-3.31903,0.402505,0.00705331
2,-2.43937,-2.20799,2.40435,-2.87728,-0.476805,1.52186
8,-1.09765,-1.68576,-0.195453,-0.365356,-2.26803,0.191523
9,-1.94163,-2.05248,-2.94024,2.57665,-0.663141,-0.584803
0,3.37729,3.68037,-0.796231,0.976595,0.942611,2.53194
9,-3.30505,-3.08368,-1.68355,1.29753,-0.73007,-0.418503
1,-2.61244,-2.81085,0.655349,-0.964106,3.32503,2.47468
2,0.988342,0.723183,-0.734181,0.925098,-0.375139,0.42744
3,-1.98774,-1.24031,2.3255,-2.63525,-0.713607,-0.952032
3,1.76206,2.34076,4.64305,-3.83117,-3.19801,-3.02061
0,3.34864,3.57256,0.294618,0.368777,-2.47784,-2.82229
3,0.530114,0.597245,2.11301,-1.70031,-0.345222,-1.37758
0,2.2383,3.27561,1.63327,-1.12176,3.11559,-1.07774
2,4.85892,4.26034,-0.0607436,0.398129,1.62902,0.557243
0,6.75709,6.7559,-0.553444,1.52794,1.93411,0.902172
3,-0.479078,-0.409653,1.07724,-0.917884,1.41655,-1.13239
3,0.221577,-0.438509,0.789346,-0.60024,-6.29889,-2.43684
8,-2.05346,-1.98758,0.757736,-1.08294,3.75043,1.97067
3,1.26117,1.34223,3.37977,-2.52649,-4.47884,-4.02268
5,1.40398,1.59152,0.841015,-0.246411,-2.00013,-2.2677
7,-0.204019,-0.784506,-4.24619,4.20986,-0.221881,-2.7603
0,1.99121,2.48461,0.819014,-0.418517,-1.48046,0.36367
5,1.26242,1.43605,-0.795228,1.02853,-1.30799,-1.2341
9,-1.79827,-2.27601,-3.00652,2.92112,0.76284,-0.46488
0,2.64792,2.94147,0.370058,0.153315,-1.13707,-1.47696
5,4.61955,4.48039,2.14093,-1.0013,-2.79276,-2.76971
9,-2.33119,-2.1584,-2.33578,2.14774,-1.29894,-1.42774
1,-3.45121,-2.85588,3.55834,-3.81677,0.897481,0.168541
5,-1.45196,-0.774382,0.832002,-0.998379,-0.36529,-2.33064
1,-3.77324,-3.30908,0.502586,-1.48303,-0.95932,-0.256081
1,-3.75861,-3.33065,3.62711,-3.87643,1.23954,-0.661851
2,1.28922,0.700105,-0.495383,-0.195552,1.11695,5.40797
6,0.227109,0.60752,1.31461,-1.42458,2.51784,3.89204
5,-0.341215,0.0820994,-1.75826,1.73055,2.92822,0.0488064
5,0.302835,0.343195,-3.14883,3.00245,0.860453,-0.694102
4,-0.756273,-0.833425,-2.18061,2.28339,0.459056,0.982266
5,2.49173,2.57555,2.42758,-1.69603,-4.6745,-1.86379
1,-4.9541,-4.67718,2.86624,-3.48732,1.40891,0.0649279
6,1.90266,1.51246,-1.73527,1.71291,0.321331,3.28723
0,1.16446,1.80651,0.0912377,0.128801,0.20868,-1.30519
2,0.626794,0.821269,3.79334,-3.47153,-0.197407,-0.321802
2,4.44977,3.82725,1.88697,-1.57442,4.13163,3.82512
8,-2.41705,-1.83516,2.07305,-2.2433,0.317884,-1.08998
0,2.17924,2.62226,-0.240724,0.379865,-0.820543,-0.709542
7,-2.17063,-2.71836,-3.80829,3.67616,-2.78489,-2.6727
1,-4.33194,-3.89923,1.35371,-2.42356,0.430149,-0.339786
0,3.45286,4.23029,1.43346,-0.765776,0.732236,-0.226387
8,-3.26917,-2.74355,2.46279,-2.5786,1.50101,0.638591
5,-2.04286,-1.2856,0.100317,-0.134573,3.30484,-1.15285
6,3.88442,4.0756,1.32331,-0.762578,3.05509,2.13556
3,-0.558712,0.00810019,3.52872,-3.15803,1.00135,-1.19679
2,3.69569,3.84687,0.973159,-0.911125,4.34744,2.97049
9,-0.444308,-1.03038,-4.02741,4.04283,3.19458,-0.012084
4,0.724393,0.29789,-2.33387,2.50937,1.53732,1.05764
3,3.82566,4.03578,3.34387,-2.37328,-2.57588,-2.87093
6,2.5096,2.37664,-1.71386,1.70874,2.55512,4.2359
0,3.77377,4.23854,0.687758,0.0132257,-2.18881,-1.88852
3,-2.56673,-2.38417,2.32004,-2.86184,-0.569994,-0.870028
4,0.197887,0.136707,-1.92361,1.6342,2.62763,2.82687
1,-3.89183,-3.471,0.545555,-1.61184,-0.81278,-0.518849
5,1.46474,1.83661,-0.0893087,0.60318,0.799132,-0.424273
9,-0.556228,-1.12369,-2.83322,2.65649,-1.98123,0.479484
3,-0.671214,-0.428981,0.578866,-0.668017,2.20847,0.219948
0,5.80457,6.0809,0.493661,0.278861,2.99679,-0.83171
5,-2.99104,-2.59398,1.22139,-1.60352,2.7964,1.11085
0,4.93169,4.73355,0.726982,0.0114741,-2.61633,-1.26106
6,1.56647,1.86903,-1.38343,1.31594,1.27979,3.42218
2,-1.47103,-0.938436,4.09931,-4.05764,-1.48703,-0.272938
7,-2.26126,-2.37137,-2.95713,2.86392,-2.69393,-1.92851
6,-0.0550516,0.0188023,0.75603,-0.882901,-1.03864,2.91632
6,-0.903942,-0.631237,-1.4452,1.22988,0.67597,2.6753
6,0.0608581,0.0187297,-1.403,1.03573,1.52548,3.06265
9,-2.92729,-2.96037,0.0969372,-0.270391,2.65386,0.237865
6,-1.63683,-1.07952,0.855444,-1.12256,2.93635,3.03241
7,-3.79721,-3.72953,-1.98304,1.87883,0.224106,-1.41849
8,1.51985,1.78839,1.57446,-1.47216,3.46883,0.554623
